,GSM484450,GSM484453,GSM484454,GSM484457,GSM484462,GSM484477,GSM484479,GSM409137,GSM409138,GSM409139,GSM4147990,GSM4147991,GSM4147992,GSM4147993,GSM4147994,GSM4147995,GSM4147996,GSM4147997,GSM4147998,GSM4147999,GSM4148000,GSM4148001,GSM4148002,GSM4148003,GSM1327541,GSM1327542,GSM1327544,GSM1327546,GSM1327549,GSM1327550,GSM435905,GSM435906,GSM435907,GSM435908,GSM484603,GSM484604,GSM484612,GSM484613,GSM484622,GSM484634,GSM484644,GSM484647,GSM484369,GSM484370,GSM484371,GSM484372,GSM484373,GSM484374,GSM484375,GSM484377,GSM484378,GSM484379
NPC.TAK,0.014724023,0.06365247,-0.01717682,0.022810012,0.02813715,0.022125145,-0.0253569,0.020264762,0.057799704,0.08532217,0.020485338,0.03572964,0.040388852,0.075283274,0.07333397,0.045035955,0.01354644,0.05774969,0.028505968,0.06619262,0.05311018,0.05710572,0.119334586,0.07786496,0.05714577,0.061123744,0.12225959,0.087652296,0.06722389,0.037777282,0.11138481,0.12917683,0.12467177,0.053023282,0.04831112,0.019735942,-0.014517203,-0.0031305596,0.023958972,-0.0117270835,0.046164136,-0.0042421236,-0.013362322,0.017002156,0.040388875,-0.07385741,0.026878756,0.011629652,0.007982123,-0.0016077514,0.014018181,0.048641343
MNEU.E,0.058598068,0.06716074,0.0012995524,0.03040721,0.030604593,0.042555317,0.013773544,0.0006100311,0.09848106,0.17435892,0.019368105,0.053774793,0.04747868,0.07739954,0.08730344,0.05247961,0.014306573,0.063975126,0.05880949,0.075439714,0.051431753,0.11989388,0.08943811,0.082841046,0.109773085,0.067727126,0.12453768,0.10167551,0.13292451,0.08753532,0.09622844,0.10774391,0.096623614,0.06606605,0.064244546,0.03594917,0.027738854,0.060124002,0.021446161,0.048095204,0.0013090604,-0.03676355,-5.0044222e-05,0.011503405,0.07327197,0.014200832,0.055004645,0.0043765963,0.028799813,0.031971693,0.009844834,0.05464147
HCC515,-0.0069678286,0.05647367,0.009934892,0.051455133,-0.010342949,-0.0006709582,-0.0781453,-0.025890281,0.05261469,0.09213425,0.051603444,0.06674976,0.093713455,0.058061905,0.08447741,0.043166798,0.07938349,0.08057801,0.050900914,0.06031268,0.019910704,0.07433443,0.107642725,0.05782012,0.07130177,0.06754147,0.08059035,0.14830151,0.050037872,0.08148992,0.121270426,0.13747396,0.112016946,0.0950083,0.029390497,0.01685084,-0.013965388,0.0016996987,0.011153472,0.02559004,0.023787143,-0.04504384,-0.048273068,0.008910736,0.052682403,-0.0503945,0.055183224,0.0066521647,0.023007547,0.014298693,0.0060175643,0.0054681147
SKBR3,-0.0018939312,0.06748219,-0.00017948642,0.013747054,-0.009663735,-0.04115795,-0.04342334,-0.05172328,0.028000504,0.047701076,0.04129363,0.08610018,0.11065888,0.085963085,0.07099023,0.06032785,0.048080962,0.06809334,0.036324903,0.06559504,0.06325851,0.065614514,0.067602366,0.07408528,0.07119824,0.057052657,0.097228706,0.13537365,0.11610666,0.06339611,0.11617068,0.14484425,0.12126081,0.11649099,0.06792377,0.0104763005,-0.0006145317,-0.018873315,0.0035631242,0.029959347,0.021995373,-0.025832228,-0.039828837,-0.0061656544,0.042429507,-0.0337729,0.0069932193,-0.0026678424,-0.0062577245,0.0106022945,-0.025367575,0.032188382
CD34,0.028349254,0.044246353,0.020105444,0.019783773,-0.018898806,0.04519746,-0.021843566,-0.022005396,0.09002962,0.15305306,0.1707073,0.12846151,0.13634366,0.18792531,0.13397937,0.13109598,0.15586494,0.13529457,0.109072246,0.14081573,0.10228776,0.15974773,0.14360958,0.14932412,0.095473506,0.12619942,0.18521237,0.20460898,0.12266786,0.13545,0.12740737,0.14052632,0.11944007,0.116581276,0.05665483,0.043865222,0.038646474,0.0069107185,-0.0028703464,0.04288217,0.015300038,0.015356419,-0.010228667,-0.0029063206,0.026821898,-0.041996926,0.063631035,0.029528396,0.013794641,0.02563725,0.023052331,0.0085247755
YAPC,0.028184498,0.06845718,0.0064849355,0.06045259,0.028432084,0.014883587,-0.02300797,0.01266721,0.06557262,0.093421176,0.03335393,0.07189037,0.044091243,0.070275016,0.070557356,0.049498178,0.0589146,0.087331794,0.036729686,0.06655767,0.026401024,0.07659331,0.09928344,0.049270842,0.055127006,0.078537956,0.10352059,0.0997169,0.07360409,0.08529986,0.13789895,0.15773325,0.14879742,0.092541054,0.046421524,0.016374607,0.006248516,0.0063233213,0.01892369,0.0067656394,0.04718331,-0.0055887094,-0.020175396,0.008757009,0.029512974,-0.02870328,0.0661215,0.010101022,0.013093622,0.009005756,0.003258289,0.037755094
HEPG2,-0.0043707057,0.048562534,0.0076174666,0.03288467,0.013902917,0.03521171,-0.039615072,-0.039176848,0.03183221,0.08211841,0.031475052,0.035481133,0.074321456,0.06490573,0.07166401,0.04389487,0.07390015,0.06593949,0.033643503,0.065112665,0.027084745,0.076518305,0.08598208,0.060769033,0.022119263,0.06345858,0.075018905,0.12786967,0.056843624,0.07002223,0.11975427,0.14217553,0.1084357,0.103819676,0.042598747,0.027092127,-0.009758093,-0.031107454,0.0046796263,0.012588611,0.038962092,-0.025421437,-0.0077472623,0.001943745,0.037831727,-0.045172125,0.04491403,0.020543369,-0.0067814454,0.01015801,0.016410941,0.020146234
MCF7,0.02779174,0.056825016,0.0136830015,0.027603898,0.011270526,-0.005485787,-0.034913197,-0.029063474,0.056982145,0.10522262,0.040340167,0.07379325,0.06993097,0.06560803,0.054595605,0.057549883,0.027294062,0.056984466,0.034781873,0.05843565,0.015955368,0.07260071,0.090026625,0.040769823,0.0657868,0.07568516,0.06907879,0.11472425,0.09693376,0.07395025,0.09910083,0.13641171,0.14633395,0.10262098,0.032527324,0.01649212,-0.0018013924,-0.003917942,-0.002994712,0.019984819,0.0028778424,-0.04140228,-0.0476873,0.02680104,0.041615512,-0.06625532,0.052082974,-0.010196426,-0.016123772,0.01798169,-0.002938278,0.028691314
A549,0.01114507,0.07083556,0.025417289,0.044505727,-0.00211337,0.02194946,-0.027878158,0.0038558398,0.049228854,0.078735895,0.05309232,0.07692542,0.075593546,0.07214986,0.08073387,0.07503234,0.07614446,0.09211722,0.051759597,0.08439603,0.049703177,0.10408469,0.13469173,0.0666362,0.049824107,0.07146801,0.10006531,0.13480073,0.068596415,0.085393175,0.1490218,0.14538683,0.12366602,0.11432634,0.04033794,0.023447946,-0.0077872146,-0.02531293,0.01824678,0.018088492,0.0037230644,-0.042973932,-0.029586943,0.022466231,0.054787472,-0.042125385,0.0560823,0.001892326,-0.005793748,0.022087527,0.008466145,0.0044823065
HT29,0.03079037,0.073047675,0.02090559,0.08032602,0.033555806,0.022061208,-0.017390683,-0.022440596,0.04578501,0.12034917,0.048608355,0.070788175,0.06717085,0.096405685,0.06641212,0.07296156,0.06782792,0.1047158,0.029817993,0.06004651,0.045526136,0.09646705,0.09366928,0.06876076,0.0708202,0.09106468,0.10485412,0.14001587,0.106601454,0.09356556,0.14093189,0.1774098,0.15847275,0.10960394,0.06443893,0.021950727,0.016545452,0.008427552,0.021041231,0.031844553,0.03304069,-0.029107751,-0.013226398,0.02036151,0.06545057,-0.009672222,0.04958232,0.010716138,0.008683879,0.037921894,0.024854146,0.053323325
MCF10A,0.017391419,0.04492761,-0.021482429,0.026987085,-0.020554973,-0.0040098126,-0.03883275,-0.027168322,0.044742424,0.07529161,0.04676119,0.06810032,0.060946744,0.06996394,0.092339955,0.0923085,0.08418893,0.0798641,0.065566726,0.09144935,0.057306774,0.09568214,0.12883534,0.07194738,0.047349863,0.092284426,0.090254754,0.084721714,0.07388069,0.08102058,0.1416933,0.15736017,0.13638645,0.11337939,0.042050343,0.009645087,-0.027539285,-0.0025623548,0.0187219,-0.008731933,0.030915933,-0.040645625,-0.029394852,0.014979013,0.03605744,-0.024453623,0.029796442,-0.0023695433,0.00026130365,-0.016877469,-0.0230081,0.012310986
HUES3,0.020583674,0.03258663,-0.03810056,0.031269975,0.030355807,-0.0005561007,-0.034146912,0.024454,0.036911678,0.08864858,0.021768723,0.053910717,0.056996707,0.059881452,0.075163245,0.07038449,0.025482563,0.060751315,0.045704324,0.06756554,0.08366722,0.08657824,0.11809495,0.07025767,0.010918795,0.04324565,0.06440232,0.09470925,0.07075907,0.06688405,0.1283045,0.15532549,0.115279965,0.10172886,0.03359454,-0.010712382,-0.0041135107,-0.044541232,0.009925446,-0.03423489,-0.0029314887,-0.06085102,-0.015734332,0.0032434356,0.05383753,-0.060008325,0.009742373,-0.00033110136,0.005852532,-0.00313079,0.007170394,0.032772385
MDAMB231,0.010775782,0.06019158,-0.015709693,0.025813242,-0.016713157,-0.018079605,-0.042936053,-0.027802316,0.030196957,0.08364469,0.04620001,0.08186383,0.07437997,0.06430483,0.1110309,0.08818384,0.074463814,0.08465461,0.05775068,0.096691154,0.06208052,0.09540828,0.12300395,0.08245214,0.036493067,0.08035104,0.12038272,0.08565736,0.07611136,0.043675143,0.13695006,0.13939686,0.13233022,0.09997409,0.026993053,0.017864574,-0.0034315928,0.0076287105,0.027084723,-0.02961065,0.046089124,-0.0036867524,-0.015255094,-0.007627743,0.013483147,-0.057786595,0.018160807,-0.0042419164,0.025632136,-0.010332865,-0.033691052,0.00043936155
ASC,0.032015678,0.056343492,0.019539943,0.032326773,0.00615196,0.0028801388,-0.04692,-0.035767272,0.05389207,0.12509458,0.08167437,0.09634659,0.07572368,0.10801332,0.11967511,0.088046975,0.08672702,0.11732221,0.05114796,0.05817138,0.07203297,0.1048075,0.11872714,0.08272311,0.07781974,0.07950425,0.12213214,0.14555144,0.10092824,0.085432865,0.12348091,0.13268606,0.10263164,0.10344032,0.039443757,0.044601355,-0.012346315,0.022660203,0.016876524,0.026695076,0.045840677,-0.003320952,-0.01929227,-0.0021338991,0.040694162,-0.048871186,0.05796168,-0.0030217618,0.02968988,-0.0017420781,-0.017814592,0.035079878
NEU,0.030881878,0.05076965,-0.0050933976,0.022083487,0.0031764104,0.0299271,-0.01796351,0.0016715892,0.05862587,0.097564764,0.045112878,0.01770034,0.055819586,0.08956822,0.09044721,0.032175012,0.024077961,0.058861762,0.03371348,0.08978826,0.04048192,0.0804239,0.09736592,0.073874526,0.072021425,0.06411743,0.12168665,0.09029427,0.10434361,0.06414348,0.0686853,0.0893304,0.06516164,0.01104972,0.059551105,0.04308104,0.003097596,0.037932016,0.0469017,0.0415743,0.04571906,-0.0066727167,-0.031088123,-9.891338e-05,0.06343799,-0.011381259,0.031162567,0.00028823045,0.022584515,0.004922851,0.01818113,0.0398362
HUVEC,0.020625062,0.06319116,0.005303267,0.04813339,-0.0012484252,0.025546785,-0.03084675,-0.0022652,0.050943322,0.114997655,0.073047385,0.057808943,0.067764655,0.088169806,0.10492026,0.08815723,0.061090443,0.091179766,0.05227703,0.08461932,0.054358173,0.10415169,0.10353829,0.07082671,0.08438699,0.09550545,0.17044388,0.161783,0.10037872,0.09199753,0.11349531,0.12716192,0.11642229,0.061554793,0.03366854,0.0259955,0.02116764,0.039422967,0.04934832,0.01722241,0.05407806,0.0019682755,-0.015910046,0.017725462,0.026447942,-0.05275999,0.058952026,0.021056337,0.040248834,0.022911007,-0.0018648385,0.01128647
NPC,0.008171156,0.055332106,-0.0222323,0.014975465,0.022488719,0.015220164,-0.030803071,0.005254782,0.06420371,0.07332727,0.028372679,0.037703194,0.04192195,0.07540548,0.07474879,0.047231235,0.01872687,0.05979513,0.039264187,0.065521866,0.053034905,0.06388507,0.11951613,0.07738417,0.05140995,0.059054933,0.11733638,0.086564966,0.06026657,0.042472675,0.11535684,0.13696295,0.12907824,0.05850753,0.040783845,0.01692772,-0.025592567,-0.008074884,0.018401321,-0.020576632,0.040073205,-0.010511414,-0.01899606,0.005470488,0.03819716,-0.08494509,0.017985184,0.0036928197,0.0013859316,-0.0076186107,0.0066972473,0.046701837
ASC.C,0.037348665,0.062027674,0.013300505,0.03190631,0.01384053,-0.004419882,-0.047435917,-0.03321269,0.05496477,0.12490924,0.072254576,0.102053545,0.07799567,0.10293904,0.12573169,0.09059058,0.09022139,0.12878174,0.05562672,0.06440826,0.07994632,0.11242348,0.12740938,0.0798387,0.09479924,0.07936633,0.12291071,0.14144938,0.10029903,0.080543905,0.12761065,0.1380878,0.09411511,0.09084446,0.04430932,0.044163805,-0.008268372,0.02479891,0.025092209,0.036584485,0.044066664,-0.0068594995,-0.015376479,0.0055235964,0.0429772,-0.048006434,0.057726536,-0.007464615,0.034133863,0.0019481151,-0.012881841,0.032236166
A375,0.02715903,0.06313447,0.004173086,0.067452274,0.031425636,0.00655299,-0.013106295,-0.019417474,0.054259997,0.14257865,0.035552513,0.068132885,0.07481789,0.060180314,0.059653312,0.074674524,0.063392475,0.08728013,0.04801636,0.081776224,0.06566973,0.094108984,0.12858543,0.06615542,0.08938295,0.0980384,0.13170855,0.12941386,0.083679736,0.09467181,0.14402968,0.1743131,0.1566219,0.10539554,0.01597089,0.019638956,0.007816154,-0.011409683,0.00431027,0.013424271,0.032831814,-0.017147811,-0.044950258,-0.0013377614,0.028158978,-0.04846469,0.056338653,-2.7402975e-05,-0.00966769,0.0158281,0.0062768864,0.022894042
JURKAT,0.053346913,0.08675815,0.03175425,0.05237041,0.03336363,0.03899254,0.016812133,-0.062134534,0.12776479,0.14149462,0.084345,0.108716965,0.11047776,0.13432787,0.096482605,0.10436979,0.03927441,0.09982366,0.11343143,0.10866198,0.05794761,0.10700723,0.14028016,0.10897697,0.14451437,0.13958766,0.1326259,0.15231867,0.18067868,0.11545621,0.16383511,0.18888572,0.18541679,0.14876674,0.045651384,0.02900251,0.03147585,-0.008889248,0.038418196,0.007896281,-0.016152242,-0.025397113,0.006040198,0.028447283,0.030324703,-0.015749507,0.053056847,0.020948108,7.863763e-05,0.0128983,-0.010985929,0.04061379
PC3,0.015178814,0.085495256,0.004152818,0.07156949,0.039037865,-0.0038173543,-0.036211804,-0.013066443,0.04832229,0.1246152,0.027379697,0.055181075,0.04163164,0.049973782,0.066783,0.071936466,0.043017555,0.06265108,0.03400832,0.05600951,0.022437438,0.06638208,0.089203455,0.04141198,0.07877292,0.08368766,0.09307923,0.12618306,0.08638785,0.08455615,0.14964953,0.15014568,0.15480363,0.10487121,0.02894278,0.034256108,0.0038519844,0.015471921,0.023502138,0.018018471,0.039861076,-0.009513072,-0.031211967,0.015592477,0.049969826,-0.01910207,0.0407195,0.022825934,0.024937268,0.023240995,-0.0048054894,0.028873175
HELA,0.003448927,0.061399553,0.01483994,0.06554694,0.023645818,-0.0026202253,-0.018472677,-0.021870954,0.06753468,0.14299968,0.031200562,0.050287165,0.05890417,0.07154373,0.06854055,0.07854219,0.03233541,0.07206255,0.034551475,0.06436551,0.043726224,0.066648856,0.10463113,0.041537195,0.06638808,0.08148606,0.09932425,0.12335609,0.09794595,0.07906321,0.123343535,0.15243709,0.13103585,0.123497285,0.03788757,0.025701188,0.013148675,0.022326667,0.044328377,0.04417252,0.00027911406,-0.03528771,-0.052125115,0.016343502,0.05781204,-0.040727273,0.0647771,-0.0038583283,-0.016426494,-0.0019073869,0.0049440023,0.021067189
SKL,0.062241428,0.07356052,0.032946803,0.044644393,0.008979013,0.035980053,-0.012482808,0.00046350044,0.06994777,0.14348552,0.06809043,0.09615495,0.06862434,0.10743879,0.13185506,0.100957446,0.09113873,0.12407381,0.07342597,0.08984167,0.07945667,0.11381526,0.13216251,0.100700445,0.091298334,0.09348279,0.15301295,0.14962943,0.08836235,0.090180606,0.1124795,0.11182763,0.10449332,0.074167155,0.042965192,0.049953353,0.034478948,0.04064551,0.026809672,0.04128421,0.05490925,-0.0054151984,-0.010588209,0.0031188473,0.03785583,-0.0331241,0.08222006,0.006106094,0.05759543,0.011655305,0.0004864873,0.025033064
LNCAP,0.020984298,0.018642679,-0.016937735,-0.0046669003,-0.03055964,-0.026430301,-0.07519506,-0.029158562,0.051664885,0.059701115,0.05705456,0.09520843,0.09156427,0.104147874,0.07362756,0.10864827,0.04274561,0.07580047,0.08115762,0.09370232,0.056790017,0.102668,0.1206828,0.08037829,0.042892024,0.07446094,0.06606188,0.11826401,0.09651181,0.090337016,0.112068295,0.13906266,0.15327339,0.12236924,0.03094461,0.006622043,-0.04097115,-0.035084695,-0.015482673,-0.0031237626,0.004187187,-0.052185766,-0.031471226,-0.02879231,0.0319763,-0.038269475,-0.009853812,-0.050240975,-0.037043024,-0.033160705,-0.023303267,-0.010418699
SKL.C,0.060633693,0.077233166,0.027346333,0.04749227,0.010577257,0.036895543,-0.0037744758,-0.0015335222,0.056205753,0.13739327,0.061600506,0.090741776,0.06863255,0.09927401,0.12411622,0.094027504,0.084448,0.120394275,0.070619315,0.09169047,0.074300714,0.11240661,0.12721129,0.09626102,0.07929212,0.088857956,0.14575654,0.14336473,0.08265891,0.085450195,0.11207017,0.110063806,0.10680579,0.07601847,0.05068115,0.05465293,0.03081457,0.043426175,0.03125803,0.04671017,0.05529542,-0.0083670085,-0.012335579,0.006954135,0.038970396,-0.029119425,0.08248969,0.015872236,0.05396232,0.015154537,0.006320387,0.025295896
HA1E,0.024779571,0.07422312,0.014947685,0.0467007,0.027327586,0.019756025,-0.010236294,-0.0070794914,0.051642045,0.12612933,0.015950782,0.049539328,0.050821785,0.056383997,0.06643213,0.05468549,0.03630601,0.06647729,0.03101215,0.04621935,0.030625599,0.069015674,0.10364566,0.06282668,0.06494977,0.058525536,0.09037306,0.098840654,0.06596175,0.06470348,0.11886159,0.13899016,0.12148775,0.094535425,0.03903217,0.027310045,0.01034192,0.023033176,0.042856187,0.01590725,0.026681274,-0.0046646656,-0.015785366,0.005600852,0.05795538,-0.033865057,0.062102225,0.017251102,0.0064024734,0.016615856,0.019607605,0.030443776
HME1,0.015914723,0.03635165,-0.026877435,0.03175488,-0.009144483,0.006057325,-0.018714935,-0.00214065,0.05117025,0.09361148,0.066181794,0.08378618,0.061017472,0.07512722,0.094229445,0.0925673,0.0900801,0.11853526,0.07106599,0.09733666,0.063056655,0.10527464,0.1261877,0.0749967,0.07103438,0.09079772,0.12340169,0.12732303,0.069860674,0.086902715,0.13822387,0.16451916,0.14805824,0.1013426,0.019810194,0.02455911,-0.0066044703,0.003753939,0.021526974,0.0003291967,0.051687095,-0.018053977,-0.0057239425,-0.0055535804,0.03429256,-0.032798782,0.029701585,0.0007503101,0.018471288,-0.029273504,0.0096545955,0.014146817
BT20,0.013905651,0.0666121,0.020644424,0.029514188,-0.014823436,-0.00022335576,-0.03206764,-0.015224135,-0.002770665,0.060188286,0.056791384,0.06578108,0.036866825,0.07581117,0.08791221,0.06483555,0.08452621,0.04437896,0.041312173,0.06267047,0.05094439,0.08941474,0.09275919,0.060374394,0.041268222,0.04515121,0.06884781,0.11407938,0.07502716,0.08101005,0.071849525,0.12265212,0.0926216,0.0736897,0.05351281,0.013246367,-0.00543807,0.03491408,0.02426012,0.01315243,0.0494495,-0.031452365,-0.013720865,0.002994835,0.054646727,-0.038199924,0.027708087,-0.009901468,0.0018091494,0.018016927,-0.00048167948,0.019788159
HS578T,0.00782941,0.04776639,0.02013131,0.03723039,0.0012198164,0.0036552176,-0.03882286,0.00042195822,0.011002748,0.08650485,0.00954473,0.06308478,0.048822694,0.06319321,0.108042605,0.07598346,0.053959686,0.054682285,0.040309303,0.050531495,0.056783475,0.07536175,0.07593933,0.08259333,0.055419862,0.059791427,0.088601455,0.084672816,0.051764604,0.06949097,0.10384585,0.11858569,0.11360547,0.10086644,0.042469144,0.023857808,0.0032938253,0.024734035,0.021818452,0.0075807245,0.06281285,-0.0033481629,-0.00294423,-0.0067811306,0.02570479,-0.034161955,0.042669605,0.014784711,0.024777498,0.017903581,-0.011392058,0.017734572
NPC.CAS9,0.0076272665,0.0504267,-0.022915784,0.010271454,0.021920314,0.010090263,-0.03281736,-0.00089290075,0.06447153,0.071655564,0.035327174,0.037343238,0.047739234,0.07751098,0.07509162,0.05025017,0.020990448,0.06275536,0.047320414,0.068002075,0.05158366,0.066534005,0.12106022,0.07820974,0.05585146,0.061894834,0.11460985,0.08710555,0.06159746,0.051337853,0.1173657,0.14220549,0.13053995,0.0662507,0.04023537,0.013602936,-0.028507965,-0.015057121,0.0127520915,-0.028240947,0.03516433,-0.016270962,-0.022260003,0.00052258425,0.036199376,-0.0905369,0.015924554,0.00038457866,-0.0039909575,-0.010827824,-0.00083682756,0.04677317
